25.258,49.682,3330.8,22.886,66.628,0,37.208,60.483,0.57472,0.57472
25.185,50.697,3331.7,22.866,66.614,0.035265,37.225,60.454,0.57472,0.57472
25.615,49.982,3332.3,22.798,66.596,-0.34143,37.197,60.547,0.57472,0.57825
25.437,49.154,3332.1,22.779,66.622,1.6378,37.251,60.554,0.57825,0.57825
25.284,52.268,3332.1,23.049,66.619,0.83803,37.268,60.593,0.57825,0.59861
25.286,49.372,3332.8,22.711,66.634,1.4209,37.26,60.664,0.59861,0.59861
25.343,49.499,3331.6,22.871,66.677,-0.056531,37.262,60.503,0.59861,0.59861
25.207,50.404,3331.9,22.906,66.628,0.17577,37.267,60.598,0.59861,0.57105
25.29,48.635,3332.9,22.972,66.676,0.014925,37.252,60.596,0.57105,0.57105
25.246,49.96,3332.6,22.887,66.669,0.80629,37.229,60.662,0.57105,0.55744
25.142,51.306,3332.5,22.888,66.645,0.13775,37.204,60.589,0.55744,0.55744
25.151,49.722,3332.1,22.886,66.672,0.81486,37.252,60.642,0.55744,0.55744
25.176,49.321,3330.5,22.983,66.65,2.5978,37.27,60.626,0.55744,0.57165
25.339,50.746,3328.3,22.997,66.642,-1.0557,37.296,60.692,0.57165,0.57165
25.202,49.551,3329.8,22.867,66.653,0.78349,37.339,60.834,0.57165,0.58484
25.236,49.467,3329.7,22.928,66.678,-0.092612,37.324,60.965,0.58484,0.58484
25.288,48.667,3329,23.006,66.803,-0.34866,37.315,60.53,0.58484,0.58484
25.313,51.077,3327.6,22.836,66.818,0.28788,37.305,60.711,0.58484,0.57547
25.309,50.542,3328.8,22.979,66.854,-1.3037,37.32,60.815,0.57547,0.57547
25.367,50.924,3329.2,22.899,66.864,1.6294,37.309,60.682,0.57547,0.56057
25.166,50.263,3331.4,23.022,66.844,-1.6841,37.328,61.019,0.56057,0.56057
25.607,50.951,3331.7,22.807,66.852,-1.5163,37.366,60.915,0.56057,0.56057
25.387,50.849,3332.5,22.653,66.89,-0.063021,37.364,61.029,0.56057,0.57181
25.23,51.037,3333.2,22.952,66.876,-1.1623,37.333,61.035,0.57181,0.57181
25.199,51.933,3332.9,22.932,66.898,-0.45611,37.38,60.862,0.57181,0.56353
25.506,51.077,3333.7,22.841,66.953,1.2275,37.384,61.005,0.56353,0.56353
25.506,52.327,3335.6,22.932,67.034,-0.67731,37.358,61.028,0.56353,0.56353
25.149,52.916,3335.8,23.029,67.043,-1.2265,37.309,61.155,0.56353,0.55373
25.528,51.531,3337.3,22.93,67.009,-0.12179,37.331,61.206,0.55373,0.55373
25.337,50.596,3340.3,22.782,67.016,-0.097146,37.274,61.259,0.55373,0.56807
25.213,52.475,3339.9,22.985,66.955,-0.53958,37.227,61.249,0.56807,0.56807
25.432,53.605,3340.6,22.95,66.894,-0.38375,37.215,61.252,0.56807,0.56807
25.126,54.965,3337.2,22.742,66.839,-1.4823,37.176,61.002,0.56807,0.55732
25.143,51.466,3332.9,22.875,66.811,-0.16404,37.162,60.994,0.55732,0.55732
25.139,51.386,3329.3,22.839,66.807,0.16342,37.157,60.866,0.55732,0.57353
25.056,52.166,3328.4,22.851,66.823,0.73568,37.135,60.91,0.57353,0.57353
25.331,53.377,3328.4,23.103,66.845,-1.6887,37.102,60.819,0.57353,0.57353
25.154,51.611,3329.3,23.032,66.797,0.029125,37.044,61.078,0.57353,0.56797
25.137,51.342,3330.6,22.931,66.752,0.94815,37.087,61.091,0.56797,0.56797
24.897,52.094,3333.9,22.798,66.714,-0.47489,37.038,60.962,0.56797,0.55716
24.957,52.081,3336.2,22.858,66.651,-0.61223,36.973,60.714,0.55716,0.55716
25.027,52.378,3339.4,22.924,66.567,-0.25857,36.967,60.562,0.55716,0.55716
25.176,52.539,3340,22.771,66.417,1.7142,36.907,60.45,0.55716,0.55505
25.017,52.774,3343.6,23.029,66.286,0.40594,36.901,60.489,0.55505,0.55505
24.956,51.779,3343.7,22.934,66.205,-0.11698,36.893,60.288,0.55505,0.55856
25.166,52.389,3342.9,22.937,66.118,1.1391,36.873,60.107,0.55856,0.55856
24.893,52.014,3341.9,22.935,66.053,0.26175,36.849,59.963,0.55856,0.55856
25.06,50.953,3338.7,23.016,65.958,-1.366,36.82,59.804,0.55856,0.57926
24.853,50.848,3336.1,22.833,65.92,0.3668,36.799,59.827,0.57926,0.57926
25.062,48.876,3330.1,22.885,65.881,0.047663,36.85,59.687,0.57926,0.59734
24.975,48.013,3322.6,22.842,65.872,1.243,36.886,59.583,0.59734,0.59734
24.898,47.738,3316.3,22.993,65.902,1.0392,36.906,59.477,0.59734,0.59734
25.122,45.605,3312.6,22.656,65.967,1.8361,36.959,59.555,0.59734,0.61566
25.149,46.474,3311.2,22.791,66.007,-1.0431,36.991,59.526,0.61566,0.61566
25.108,47.595,3314.8,22.745,66.053,1.1599,37.044,59.507,0.61566,0.62338
24.857,44.345,3318.8,22.953,66.035,0.34002,37.062,59.682,0.62338,0.62338
25.27,44.998,3325.8,22.853,66.01,0.62267,37.128,59.566,0.62338,0.62338
25.495,44.094,3331.2,23.017,65.98,1.939,37.169,59.544,0.62338,0.6311
25.252,45.244,3335.8,22.663,65.914,-0.64275,37.208,59.485,0.6311,0.6311
25.228,44.93,3336.5,22.767,65.807,-0.98042,37.235,59.366,0.6311,0.62395
24.993,43.871,3339.5,23.01,65.763,1.7982,37.246,59.456,0.62395,0.62395
25.156,44.883,3340.4,22.744,65.752,-0.29795,37.271,59.336,0.62395,0.62395
25.046,43.01,3337.7,22.723,65.725,1.5521,37.29,59.246,0.62395,0.62827
25.495,45.21,3334.7,23.022,65.702,1.1237,37.354,59.26,0.62827,0.62827
25.387,44.448,3330.3,22.897,65.738,-0.5227,37.441,59.428,0.62827,0.65021
25.419,42.028,3326.5,23.123,65.805,-0.059039,37.509,59.392,0.65021,0.65021
25.486,42.231,3323.8,22.729,65.922,1.5657,37.541,59.417,0.65021,0.65021
25.433,42.206,3324.4,22.876,66.033,-0.86722,37.583,59.567,0.65021,0.63295
25.562,43.475,3325.3,22.82,66.164,1.2245,37.675,59.796,0.63295,0.63295
25.454,43.137,3327.1,22.872,66.277,0.29413,37.722,59.764,0.63295,0.63911
25.825,44.398,3332.2,22.95,66.411,0.60298,37.72,60.048,0.63911,0.63911
25.699,45.412,3334.4,22.923,66.509,-1.0133,37.704,59.99,0.63911,0.63911
25.613,46.109,3334.6,22.751,66.577,-0.28121,37.71,59.89,0.63911,0.61513
25.829,47.628,3337.3,22.855,66.61,-1.5898,37.746,60.04,0.61513,0.61513
25.466,48.454,3340.3,22.912,66.611,0.83919,37.703,60.298,0.61513,0.6015
25.673,49.846,3340.9,23.032,66.641,0.64878,37.638,60.088,0.6015,0.6015
25.388,49.838,3338.7,22.885,66.654,1.1187,37.619,60.035,0.6015,0.6015
25.691,50.478,3340.9,22.822,66.673,1.6253,37.559,60.146,0.6015,0.59298
25.518,51.026,3340.5,22.926,66.612,-2.2684,37.545,60.24,0.59298,0.59298
25.486,51.981,3339.5,22.95,66.626,-1.0311,37.459,59.896,0.59298,0.61258
25.4,50.711,3337.6,22.837,66.585,-0.35284,37.397,60.071,0.61258,0.61258
25.43,51.214,3334.8,22.759,66.632,-1.7922,37.42,60.057,0.61258,0.61258
25.468,49.201,3333.2,22.808,66.648,-0.35656,37.389,59.945,0.61258,0.59683
25.297,48.307,3330,22.8,66.698,1.7614,37.38,59.976,0.59683,0.59683
25.33,52.017,3328.3,23.095,66.741,-0.39063,37.338,59.949,0.59683,0.60369
25.243,49.052,3326.8,22.994,66.809,2.3536,37.299,59.943,0.60369,0.60369
25.346,51.904,3328,22.697,66.849,-0.73967,37.275,60.137,0.60369,0.60369
25.282,52.305,3329.1,22.827,66.868,0.27129,37.262,60.347,0.60369,0.58817
25.353,50.559,3330.2,23.022,66.876,-0.07442,37.265,60.336,0.58817,0.58817
25.307,51.481,3332,23.012,66.866,1.3459,37.234,60.421,0.58817,0.59458
25.297,51.345,3332.9,23.047,66.832,-0.43722,37.206,60.342,0.59458,0.59458
25.281,51,3333.5,23.079,66.784,-1.7448,37.212,60.477,0.59458,0.59458
25.091,49.901,3332.9,22.821,66.787,1.3277,37.156,60.315,0.59458,0.58344
25.191,52.776,3331.5,22.61,66.704,-1.0692,37.15,60.274,0.58344,0.58344
25.264,51.969,3332.3,22.985,66.713,-0.29791,37.232,60.462,0.58344,0.59322
25.343,49.954,3332.7,23.006,66.704,-1.2502,37.177,60.287,0.59322,0.59322
25.383,52.758,3332.4,22.9,66.714,0.62206,37.163,60.46,0.59322,0.59322
25.236,49.501,3333.4,22.788,66.761,1.5719,37.161,60.421,0.59322,0.5676
25.432,49.739,3333.2,22.951,66.791,-0.82784,37.156,60.371,0.5676,0.5676
